Sentence,Label
 wtf ling ling did you at least calculate the circumference when you threw that ass in a circle ,1
thinking about getting my nips pierced,1
 hey rachel g my name isint kenneth ok lets just get that straight you best be backing off before i go ghetto,0
happy birthday to this coon ass nigga buckcity ,1
 but i live in the south lot more here my pop lives in rhode island hardly no niggers there,1
i wanna be around bitches have fun ,1
 of americans want a form of gun control  of americans want the government to protect the environment  of americans say immigration is a good thing amp  of americans believe that hotdogs belong in the crusts of pizzas amp if the italians dont like it they can suck it,1
 like the cure time when u shut da fuck up from gettin in other folks bizness like a lil bitch,1
dont believe them hoes,1
this bitch just chillin ,1
 what was an abuse of power was all the crap you and the hussein gang pulled off your big contribution was the fast and furious caper to bring in gun control in strict contravention of the nd amendment but dont worry justice is coming for you and barrys band of outlaws,1
 yes she did she has sat in on many public hearings including facebook she is a ploy,0
 crying how you gone wife a bitch that let niggas lick on her head in public,1
the rams really dont wanna be trash jeff fisher really bout it,0
 she is an hypocrite and back stabber like her boss she applaud this clip neighbors help each other when they need help ,0
 keep in shape for the ski slopes,0
dj khaled is retarded,1
 only faggots drive stick,1
 george didnt have a twitter called no limit nigga where he talked about fighting drugs guns and bitches and hoes,1
ima trash in fantasy,0
 lemme just throw a  in it hows the tranny,0
 politics isnt twitter coon lol,1
 eat pickles hoe,1
 retweets the most random shit just cause a bad bitch tweeted it ,1
 nah its coz youre a cunt blocked,1
 then u have the annoying hit me i dare you ass bitches always tryna test a big ass ft linebacker ass dude girl if you,1
hope yall kno wen u eat pussy u one inch away from death,1
 im sure you are not you just thought it was free theres nothing wrong with that ,0
 the only things you need in life are comfy shirts and oreos southernshirt,0
 bitches aint shit but hoes with tricks,1
 i respect those niggas who respect their girls dont pay them hoes no attention salute to you ,1
i feel sorry fo niggas dat gtta make up shit to lie about i would hate to have to think that fuckin muchbitch,1
when women are so proud that they dont like to cook clean bitch stop being lazy its not cute,1
niggas bitches dating ugly niggas hoes kuz they can trust em then they cheat w the elite hoes niggas ,1
dark skinned girls with blonde hair need to stop it the only bitch that can rock that is dijonay from the proud family,1
 eddy and teezy get no pussy so i dont know why they always talking about that shit theyve never taken anyones girl eit,1
 she is so beautiful but looks like dad,0
stop using the word redskins,1
dam this niggah trippin off ecstasy,1
this houston traffic aint no hoe these mf must not work,1
 vonte not tweeting like a bitch finally,1
you a shoulda coulda woulda ass niggah ima wish a niggah would ona hood ass niggah,1
 poly ratchets cant stand poly bitches in general they loud annoying and they talk too much,1
 haha same here bitch is trippin brokeass,1
 iycmi i cant get any work done if you keep showin off your bitches,1
oklahoma has  more yards than tu and is only up  points trashhhhhhhh ass teams big xii trash,1
 if a bitch says eeeeeee she a hoe,1
 hoe ass nigga ,1
every nigga trynna fuc the next nigga bitch not knowing his bitch is the next nigga bitch,1
 boys still got birds in the cage lol,0
 august alsina deserved that my niggah ,1
hahaha im fucking weak he used to abuse this pussy lmfao,1
wash up hoe,1
 he liked that hoe,1
at this rate id cheer for the awful new york yankees over the st louis cardinals,0
bad bitch good head i think she ah keeper ,1
 to get with a hoe you just need to be cute have muscles dress your ass off swag or talk a good game,1
 i love salad anyway fuck you hoes eat a salad,1
 profeten voor mniemand weet exacte leeftijden maar v aicha opeens welagain zelfs mn ma weet niet hoe oud z is,1
 oreos are basically dirt circles with cream true,0
 bitch hmu say she need sex right now bitch nigga hmu saying he upset right now,1
i like my bitches simple laid back relaxed your mental ,1
whos a thottie yous a thottie whos a thottie yous a thottie yes you bitch womp womp lord save these parched hoes,1
 hi mom last night i was cunt slapping when you texted me about grandpas bypass sorry i didnt get back to you until no,1
 i hate when people ask who you tryna look good for bitch myself bye,1
if youre not cheering for mexico youre a little bitch,1
yall moms was hoes with no morals so i aint surprised,1
the nations know who we are but we rather be real niggers bad bitches ,1
i love liv when she gets ghetto,1
 bunch of rappers boutta flood the internets w trash remixes,0
 the reason you dont have a wife is because you are an ass,1
call me ghetto if you want but im walking to and from class with my bonnet on my hair,1
 my momma saw how the girls danced and was like grandma was like shake that ass hoe,1
 obama is out on the golf course still looking for his balls charlie daniels,0
 bobby bitchby be getting me live as fuck hell yea i play that hoe before my workout,1
cutler less skill at qb than a retarded quadriplegic,1
 them bitches need a tan,1
xavier a hoe he never lookin out,1
 what hoes do i have tbh on the highest of keys same,1
 right because as far as im concerned i aint no bitch tf,1
 lord sugarcode if you a hoe you a hoe im not finna sugar code it,1
phillip rivers look like he almost wants to call dude a nigger for that bad play,1
man dude next to me got  of the worst looking hoes i ever seen but hey it is ,1
 im tired of bitches saying i look mean nigga you big af wear tight shirts and grim everybody,1
 im so weak ima go stalk him now lmfao u lucky bitch ,1
 so yams are ass or pussy,1
blac chynas ass shouldve threw him off first of all its wop sided and those cheek piercing trashy as hell,1
 where you been at nigglet i aint seen you in a while,1
 yankees win  on a walkoff single by derek jeter farewellcaptain,0
 texting bitches at  to make their dreams come true,1
 either trolling or retarded,1
 i just said that very same thing that christians create a lifedeath for dr ford or stormy daniels who tell their stories but i dont see not counting antifa that happening from us to them its so weird not very christlike of them at the least of it and so vile etc,0
call me keyshawn johnson cause im catchin erry hoe,1
did one of the biggest hoes around really just retweet that,1
 hey im still on lambdamoo and it really is empty nobody to talk to except that asshole bird,1
 u can kill carl but not my nigga glenn whos gonna take care of my hoe maggie,1
 yankees can jump into first place tonight if you think they will,0
i would describe s work as blaxican,0
long hair pussy any time you want it,1
dyke bitches kill me thinkin they really got hoes lol,1
 whore slut cunt bitch nigga,1
ray rice is a bitch his wife is stupid for staying by his side,1
 yeahcause if anyone thinks this clown went to to buy oreos is as stupid as all of them look,0
broke pussy boy deions record,1
 bitch what ocean is this ,1
she a bad bitch period but she didnt have to get these big ass implants fucc ,1
charlie crist has asked to keep polls in broward open until pm claiming long lines media reports say turnout light in broward,1
 this pic is trash dck is dry af,1
all deses bitches turnt up im fenna turn em down,1
im not big on the uncle tom slur anyway but can we at least reserve it for those who earn it not just those who dare to not vote dem,0
 this president is such a idiot i wish some one would tell me why and how he is still in office god help those being hit by this storm lord knows they will not need paper towels thrown at them ,1
 they arent making fun of the woman they are making fun of the liberals supporting barbaric tradition of covering a womans body with a garbage bag because men might be inclined to rape them at any given moment,0
 i dont think he was calling antifa racist just that the verge doesent call them out as they do the supposedly white supremacist,0
im hooked on monkey phonics,1
 when the side bitch try to approach you in public ,1
 i hate a lying ass bitch,1
white trash have taken over every charity organization in the us,1
 you dont want to battle you shook cause aint no such things as half way crooks bitch,1
 hey antony you speaks colored good,1
 so you support illegals coming here and spreading disease among americans dream that bitch,1
 u need to be in someones church negrour absolutely right but i work sundays but still no excuse,0
 i would dead upper cut that bitch,1
 poont gotta be trash,1
 hey teabagger bohner said he got  of what he wanted in sequester you sound like a moron when everyone knows you are lying,0
these bitches think they know snap ha bitch i am snap,1
 lebron is a bitch damian,1
 i think she is my favorite god i need to get back to that game but dragon quest  has me right now ,0
comcast stop being twat and actually work thanks,1
 hoes these days,1
 a beam of light descended from the heavens a loud voice said fuck her right in the pussy many lives were changed that day,1
in class still drunk from last night and this broad is doing a presentation on chipotle bitch can i live tease feedme,1
gabby is hella ghetto,1
 or buy a gun amp open carry to exert coercive control over an entire town the open carry demonstrator who eventually stalked me absolutely had this dynamic i wrote about it for ,0
one of my favorite songs theres a man on the shoreline with a white parakeet trying to make his bird go home ,0
god youre a faggot if you dont think superman is the best superhero,1
 wud up nig i gotta new number  text me,1
 bruh trent took the yellow path ,0
love my bitches ,1
 so i took a  pictures with him and he ate all the brownies i made but hes the new homie ,1
 fellas guess what we dont like to be asked why were looking mean its called resting bitch face we just look this w,1
killt dat bitch shmoney bitch ,1
if you was a bitch nigga in  you still gona be a bitch nigga in  ,1
 liberals dont give a rats ass but having power period they cry over everything that doesnt go their way,1
 that aint my hoe this is the same man that wants to be godly,1
if i had hair i would seriously go for a perm now genetics is a stone cold bitch,1
 i hate that faggot he so corny,1
gotta question the nicca standing next to you cut em off,1
everyone calls me b they be like oh wassup b and i be like wassup my niggah,1
 this dumb bitch said no matter what a man says the only way hell truly respect you is if u hold out sex,1
your bitch want to fuck the squad ,1
 my knee wont let me wander around much so i just make a few trips and look at the fat girls redneck pornwalmart,1
 at george steinbrenners first yankees news conference he said he wouldnt interfere in baseball decisions promising ,0
my niggah watch me be awake till ,1
ive never seen this part of pussy town before lolololol the end of this song thoo,1
 tweet how you watchlikeaking i watchlikeaking fo da colored folk dying from dis shit food,1
 hoes be having  iphone cases and  pair of panties,1
mother nature hates the yankees and baseball,0
 shes no poor thing shes an antifa protester with many ties to the dnc shes a trump hater donated to hrc she didnt just appear out of the blue cracks me up how naive people are toughen up america these are lying leftists intent on destroying our democracy,0
when a pussy nigga socks you and doesnt knock you out,1
on the anniversary of  isis al qaeda supporters each claim ben laden as their own as a show of their jihadi authenticity pathetic,0
 w the depot  a pussyfootin xxxmas hoe hoe hoe motherfucker santa claws is coming to town,1
 we dont love these hoes,1
 yall gots to take da colored vacation kentucky fried chicken but only da white meat,0
i had  fags in the space ae  hours excuse me confused wheresshitgoing,1
 meth brownies,1
 murda out here sucking bitches howdhow,1
 pinche panamonos negros me dan asco,0
 bitch nigga ,1
 its pretty easy actually im just the cashier right now im eating those animal crackers lolol ,0
 its at your house bitch,1
 do this nigga think he mick foley ,1
 i remember when the game just fucking started,0
exposed jihadi kidnap and murder handbook and plan to infiltrate british army and police via ,0
twitter pic flossin hoes talkin ,1
 this bitch arguing with my dad ,1
 i didnt make to any games last season just looked it up astros open up with the yankees st of april,0
 this talking eggplant skurred af ,0
 and the factorys coming back u do n a movie on that sum worth do n cause just sling shit shows no intelligence,0
 boner hasnt lived in real world for  years,1
majority of the time a womans story is trash anyway,0
 the single life is hitting for zero like i dont even want hoes,1
terio got all the hoes ,1
bitches be screaming fuck they nigga but get mad when another bitch fuck they nigga,1
 you got niggas i got bitches,1
 are u fucking still talking bitch i wanna see that i dont give a fuck about your ugly ass girlfriend son,1
 im getting tired of these same ol no hope broke bitches no job all they wanna do is twerk and smoke swishers,1
 she is the most deserving woman to be happy ,0
niggas be pressed for pussy it aint nothing,1
team john in this bitch ,1
 shimmy shimmy ya bitch,1
 dr suess made his own words to rhyme off of nigga was trash i hated them books as a kid,1
youre a bitch aint seen yall lose that bad since at work slitting my wrists currently thanks tom brady,1
do birds have dongs how do they mate help me im an adult who doesnt know how animal sex works,1
 yasssss bitch yasssss ,1
 ur weird racist bitch,1
idk yall ppl that gowent to at ackin like yall shocked about  bodies it was some first class hos at t that i knew personally,1
pierce wouldve easily drained all these shots with us hes so trash now smh,1
this little bastard comes unto spinellis all the time just to do his little wigger rap thinh and try to say it at me like im gonna die ,1
 all that trash talk and we win championships youre boring me dude nationalchamps,1
this was my chit shake that monkey beeotch ,1
ever pop a bag of chips and that bitch bust open on the end facing the fuckin floor,1
walking dead gonna be so trash this season,1
 lol favorite line tho you say no to ratchet pussy juicy j cant,1
wait what yall ever put ur finger in the lil hole in the back of the pussy just me cool,1
makeup save you hoes,1
 i was taking a picture and that bitch scared me lmao,1
col sanders part  and those sons of bitches they dragged it out and extended it and watered it down that im so goddamn mad,1
where da ratchet hoes at,1
youre black your name looks hungarian you marry a hunky ,1
 what the holy fucking hell is going on at the epa those overzealous cunts i cant wait for ,1
 niggas be catching attitudes and expect a bitch to beg plenty of sorrys to figure out whats his problem no,1
youre such a pussy ,1
 look at all the chicks follow and tell me he aint got hoes ,1
 andrewbryant poff has double vision after  beers poff double pussy smh,1
 cracker jack work cdc did ya think of checking the plane full of people,0
 tracy morgan is a sad comparison come on try again dwight howard is the most accurate stupid monkey,1
ross a bitch for not responding,1
 lets fuck hawt bitches at foam and glow,1
 said on he doesnt think we should be selling ars but liberals deny it and say he is pro gun the ar is not an assault weapon it is a sporting rifle keeptexasred vote ,1
shreks on bitches,1
 no just a niggress that thinks shes human,1
heat bitches,1
no i hope the negro is not all right ever ,1
 how did we get from antifa violence to charts on gun deaths and trump you keep moving the goal posts from defending antifa violence by posting  year old kkk statistics and claiming that there is a threat to democrat rallies like the violence republicans experience,1
her great grandmas a hoeher grandmas a hoeher moms and a hoe and shes a hoe its a long line of hoes grandpa carl everyone,1
 thats like what some trailer trash chick would name their cat ,1
des popcorn hoes be in da way all the time mannn ,1
if you not lickin toes you a basic bitch and i cant fuck with a basic bitch,1
 dont stop now half breed im just starting to learn about what makes you a dumb ass,1
 furries can suck my dick this is both an offer and an insult,1
on some field nigger shit,1
real niggas let real bitches cum first ,1
 why you ignore my best friend she all deserve your fucking follow she love you with all your heart she waiting for  years ,1
skippin spanish class the rest of this week fuck dat bitch,1
somebody put a sticker on my dogs cheek bitch,1
 if u can steal her shes a hoe,1
 gotta be atleast  to call me a bitch lol,1
 yes i am so tired of relying on mfs to answer the phone for some shit thats not even worth it im about to be the new plug ,0
im a dope ass nigga and these bitches hella sober,1
these hoes soo ,1
 its bros before hoes not bros before your girlfriend if you find a good girl she needs to be put above everything t,1
these bitches is running out of tricks pimping barely catching my attention,1
my drugs are green my bitches white,1
 please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks,1
there you go acting like a hoe ,1
 derrick said if i cover my face and leave just my eyes visible ill have tons of bitches,1
 them hoes look good,1
 my bitch better lie to me more than  bodies and i cant stomach it ill fucking die,1
nicki said fuck those skinny bitchesuh oh,1
came home and found my cat sleeping on my pillow c i love that niggah,1
im thankful for dem big booty hoes doe realtalk,1
ayo i jus had a mini heart attack behind the wheelnorth philly n fire crackers dont mix i ,0
harlem world trash interesting,1
everybody thats still on facebook ghetto or pregnant idc,1
 i dont follow you because everything about your company is white trash,1
im a pull up eat on that pussy and dip,1
as if it wasnt gon get bacc to me bitch your outta your fuccing mind,1
when i was in hs we had a dance team and then we had the steppers them hoes was ghetto as shit but they kept the pep rally hyped,1
i got a something that pays me  hunnit every week only real bitches kno how to manage money ,1
when you see kids being bad their parents just standing there you look em like bitch you aint gon do somethin ,1
 if you want more shooting just call g soros hes always happy to oblige with that he pays antifa well,0
 bitch you not coming ,1
 eirc holder a friken idiot,1
 i have  hoes lmfao,1
 o u unfollowed me so i cant dm u so ill say it here youre a rude cunt lmao you can dm me,1
 on god my bitch bad,1
 i love a bad bitch with a attitude idk why but a cutie thats a savage is sexy as fuck,1
 lmao how niggas be with the side hoe ,1
 oreo speedwagon fatbands,0
 aw yall some hoes hating on that girl that looks like a dude ,1
 fuc her and her pussy nasty ,1
 she walks away what a pussy,1
 niqqa thats every white person just because some might seem down to earth dont mean there not gonna use nigger against us,1
 i want attention yet shes on twitter talking about getting somebodies dick wet tonight and what her tongue does deez hoes g,1
mcdonalds pipe self defence beating this is one nigger whos hand i would shake thats how you deal with sheboons,1
man these bitches are so boring yo where the outgoing fun wild bitches at,1
no one can take your woman they can only take your hoe,1
 elissa is such a fake cunt,1
 missing words are politically motivated i have visited israel in the past four times i am not anti semitic there is more anti semitism and racism in the party i have never encountered anti semitic thoughts or actions in the party,0
 in the future gay culture will be considered cool by americas teens and instead of wiggers there will be straggots,1
i really wish i owned a rocket launcher to use on every retard driving in front of me today roadrage,1
 wayne really treat nicki like thats his bitch ,1
this one bitch dont feel the same no more an henny dont really kill the pain no moree,1
 bitches crazy ,1
in two months tho hoe,1
charlie crist losing  florida jobs to raise minimum wage is worth it conservative byte via ,1
 bucket trash all you bitches is my sons ,1
 nah i aint done it yet usually you have to walk extra far just to get to one so it defeats the purpose,0
remake with granny dcyoungfly dirtymoney teamignat hoodcomedy damn that bitch a bab thats a big ,1
 birds of a feather you stand with peta i stand with sanity,0
 gupta you are a dreamer  years cannot be compared to a telephone call that lasted for  minutes i didnt want you to testify in the state capture inquiry you are moving according to our plan now remember  years of planning and calculating all the dots,0
frankie is a twat bb,1
 you speak colored too i thinks i be in love,1
 then he just got too basic the hoes loved it from then on he made them his focal audience,1
 pirlos one of them cunts whod just be better at everything hed beat u at table tennis shag your wife better win a,1
yuh bitch voz de mando at ok was the best mf friday yet ,1
 article is flawed took my first chp with brpd was well done even had  ghetto gals with a jammy hipurnt  but well done,1
 his promises should be taken with a pinch of salt often lies and spreads misinformation if elected i doubt you would see any promise honored he is not an honorable guy,0
 naw u just retarded kinfolk lol,1
 bro forreal if you have beef with someone handle it your damn self dont be a lil bitch and bring other people in it be a,1
i got no pic up lines i stay on my grind i tell a bitch all the time bitch get in my car i got my  ridin on dayton spokes ,1
 bitch you watch your fucking mouth you dirty whore i swear to god thats a thin line,1
 its just people who say they hate identity politics while going on about the left hates them for being black conservatives,0
gotta love rednecks loud stupid stubborn and full o schitt,1
 im just here to see which liberals decide to politicize this tragedy despite cincy having tight gun control ,0
 bushco used to publicly trash exofficials who wrote books snow oneill etc bet we wont hear pbo trashing gates morning,0
 bitch what no it must of flew over u head cuz u didnt show up at plano senior high school in plano tx fuck boy,1
 im highly upset dat des bitches tryanna clown me on a media sight bitch i aint going,1
okay bitch listen up this is important ur eyebrows should not be a centimeter apart ,1
caesar is home so much this bitch looks like lets start with ape shit,1
 id sell anything if people are willing to buy it how highly do prostitutes think of their pussy to sell that,1
 if you cant stand the heat get out of the kitchen gratata swag bitch ,1
that nigga talkin like a hoe tell that bitch nigga speak up,1
 everything jayz writes is trash,1
ultimatepickupline bitch get naked works  times out of  if shes drunk ,1
 it was fun hope i get to see another one of ur sets soon,0
 youre a fucking pussy,1
nigga retweets the most trash shit,1
tigers are fuckin garbage jesus christsuck a dick ausmus youre just as trash as that sorry ass bullpen,1
 damn girl u is a straight hoe,1
bust a nicca headsmack a hoe and shoot the club up so what we doing,1
 you cant see it but im flipping you the bird,0
 so the woman i deal with is trying her best to make entertaining a bad word u be entertaining these bitches lol,1
 why were there penguins and a bird in the puppy bowl,0
im a bad bitch,1
what you doing bitch suck it dont bite it,1
if bitches wanna nigga get off the couch and go fine one,1
 stop retweeting heather im tired of seeing that bitch on my tl,1
 im referring to the second down put vick in slot play trash,0
cheese bitch chupacabra looking fuxk ,1
i cant stand an ex that wont let go like bitch get a life aint nobody stuntin yo ass,1
kids dont put up with your mother calling you a thot she mad because hoe wasnt a cool thing to be called back in her sluttish day,1
lol this girl makes fun of guys for having like light voices but im just like bitch your voice is like deeper than five men together wtf,1
 tweeting about ur boyfriend wont get him off xbox live that nigga gotta  kill streak rn bitch shut up,1
you better watch your hoe she fuckin everybody,1
i hate txtn this niggah man lol ,1
 wigga wigga wigga wigga wigga,1
dayum u gyp u gone have mfs thinking im wiping my face wpissy diapers n shyt grrrrrr,1
 porno hoes funny af bc theyll still be like u like this tight ass pussy even tho the dude been fucking for  minutes w,1
de niros wife in casino is the second biggest cunt of all time first is still georges mother in blow,1
if anxiety was a person id kill that bitch so fuckin fast,1
 its fucking time,0
flipping back and forth between yankees playoff baseball and the trainwreck formerly known as the new york jets,0
gasoline  what did the last pussy you had taste like,1
 cant wait to eat metropole and see my friends bring on those damn yellow penguinsro ,1
 lol mane shut dat bitch shit up youn fucc wit me,1
 clearly it does bc the cheerleader is smaller than the other girl and she whooped that ass after being slammed to the ground and everything,1
 dese hoes be lyin to all of us nigga,1
 fake niggah they fake,1
 fuck you its ,1
 i cant stand no messy hoe true story,1
jason admitted youre a stuck up bitch lol which you are think youre so much better than everycunt naaaaa,1
 ware da colored elite meet to eat,1
carl try eat the pussy but that big ass nose be fucking shit up,1
 let the dem concerntrolling commence in earnest wagons ho,0
 stills get no pussy hes jus being rational a fag,1
 dont no real bitch want no soft nigga,1
why dont we just put them in my spot and then drop a few bombsi am serious they are making fools out of the irish ,0
apolonia gardner of imperial ca misspells phalarope a bird that resembles a sandpiper the dreaded schwa spellingbee,0
 most of these people are followers of followers of truth but they themselves are still niggers their outlook mind all,1
 love you too bitch ,1
 youre still a free world bitch dont deserve your  area code ,1
a girlfriend would be cool but pussy is all they got nowadays ,1
how deep fried sweet tea on a graham cracker crust at state fair of texas via ,0
h fake bitches,1
 just plain stupid she thinks shes being clever but come the next ge the public will make the tories pay by casting them into the political dustbin for yrs to come see how smug she is then,0
 aint nothing better in life than meeting a hoe with a full time jobdont let her have her own benefits nigga what,1
 i bet she thinks you liberals abused here when you told her it was just an op ed not a photo shoot,0
 happy hour time best time of da day niggas dont know bout them happy hour hoes,1
 oh oh oh i know never savetherepublic votethemout savedemocracy vote maga my ass smartdissent,0
remy machiavelli send shots to ya belly my bitch ,1
well they have got to be more aware then the idiots we have over here absorbing all the bs with there little sponge brains ,1
 lol its gonna be so fun got two niglets on the way,1
 it wouldnt surprise me a bit just like they falsely call conservatives fascists and justify physically attacking them trumps a nazi kill him its just a matter of time before they suggest it,1
 fuck them texts its a movement lmaooo courts texting rubbed off on me she used to be bitch bout it tho ,1
 jen bitch daquan dropped your kids off today keisha bitch i dont got kids jen not no more bitch i swallowed em ,1
fuck all that some bitches so disrespectful they dont care they will talk fuck ya boyfriend and still speak to the girlfriend,1
when a girl tried to argue with me whilst i was drunk hes not done you shut the fuck up bitch im a nasty cunt whilst drunk sarry,1
bought this lp in manchester the other week had no idea it was coloured vinyl man what a steal vinylgasm remachined,0
 school is so pointless im just trying to pass the class and get out this bitch,1
im from long beach california so people automatically think ima badass or a bitch hahha,1
stance socks trash,0
 nigger lol thts offensive lol and my xmas was iite had a couple of drinks so i was fine ninja xmas lol,1
hoes respect niggas who get strait to the point i wont lead a bitch on if all i wont is crash den it will be adressed clearlyturn up,1
this recipe calls for a leftover brownie what the hell is a leftover brownie thats just a brownie you havent eaten yet,0
 i heard thigh gaps is a way of telling if a bitch pussy is loose what ,1
 with ma bitch c ,1
do they even make dresses any more that have straps cover your ass some of us have no tits a big ass i will settle for a trash bag,1
your bitch playing games i may be the joystick,1
 bitch nigga come over here im on knodell vandyke n french rd fuck boy den talk dat shit,1
so to flowing wells varsity soccer tomorrow yall are playing ironwood kick their asses im pretty sure this fag is playing ,1
these kids man real life kids not even over  n bucking bitch sit yo stupid ass down,1
i prolly leave up out this bitch with my cups in my hand and yo hand in my other hand,1
 whats good pussy,1
 only when ur around me gotta keep dat scent to keep filthy niggers away,1
grusty hoe,1
give that hoe an oscar she stay acting crazyy,1
 lol i dont need halloween to dress like a ho i know myself everyday is another opportunity,1
i got  problems and a bitch aint one shes all  i think i need a sub machine gun gratata,1
 i love this emoji shes just like duh bitch lol i dont give a fuck youre ugly whatcha gonna do about it ,1
 i wants to call bouts my vitaligro but i aint sho if you a doctor fo da colored folk,0
man im tryin to take my intoxication to charlie sheen levels today and im going to do just that,1
 i can not wait to see this fucking cunt her ass is mine,1
cunts cunts everywhere,1
raunchy ass hoe,1
even tho i killed a pussy nigga i hope he go to heaven young thug ,1
 thanks for the follow guys im enjoying a cold yellow belly right now,1
 humans are genetically closer to chimps than chimps are to gorillas but we are all apes have a great day you clever twe,0
 we do know she belongs to the violent liberal antifa party who w their kkk hoods beat up total strangers amp are funded to do so by her party most violent amp corrupt party trying to now pour on the tears amp get us to believe they have a heart hard sell to anyone including voters,1
 bitch am dumb bitch am smarter than yo fat peter griffin looking ass,1
 i want some popcorn hoes bol,1
 rivers is seriously a bitch dont throw your hands around like a  year old bc something didnt go right lol,1
 what is my fucking problem really jason denys a couple of times he does not want to behave like an idiot not again but hes worried about her where is dick or bruce are not they with you in this,1
 it might be some of yall females pussy wet cause he cried smh,1
 want me to stamp bitches be saying anything to be down ,1
the office fuzzy socks and my favorite blanket is literally all i need in life rn,1
its so scary hoe annabella does everything i do she acts just like me ,1
 got this bitch at work mad with me bc her ex bitch on my dick ,1
 bitches be having reality twisted,1
 if nbc has elected you to be a spokesman for nbc they are in a lot of trouble i and friends will no longer watch nbc trash ,1
slap the bitch is fundidnt know beer wasnt that bad,1
 tims a pussy,1
im sick of niggas lying im sick of bitches hawking matter of fact im sick of talking rip big ,1
 he is so beautiful there,0
 fuck driving stick its gay as fuck shit pussies say,1
happy birthday to my main bitch my ride or die my girlfriend love you so much ,1
 dgaf hoe,1
watch out for these foul hoes and flagrant niggas,1
 when i hear an ugly bitch talk about another ugly bitch ,1
weird ass bitches,1
is this bitch for real im heated bruh,1
 bitch probably deserved it lol,1
 me baby i cooked bae whats for dinner me that bitch you been texting ,1
 them bitches uggo as fuck too,1
 wet pussy is the best pussy ,1
 and youre a fucking loudmouth ignorant redneck fuck you still tryin to suck your own dick you cant you dumbfuckits too short,1
we dont love them hoes ,1
 how day feel bout colored folk,0
maximum resistance towards zog ,1
 thank you to the perkins student section for participating in the yellow out we all really appreciated it,1
cant stand the yankees but jeter hitting a home run in his final at bat in nyc would be cool getting beaned would be better,1
i love how we can marry and still be the same queer messy funny fabulous dramatic community weve always been why i love us,0
 call me a dog cause dam i got a bone for you nigga ,1
 hi bitch no bitch bye bitch ,1
 that hoe out now,1
 penske runs the  in nascar its yellow theres a sponsor already there wouldmakealottasense,0
 yes we were back again thank you so much hope you are all well,0
 im having a date at yankee field then getting kiss cam bucketlist,0
 she colored not lebanese,0
 big booty sour face no hair or she a hoe,1
 sal tryin  pull a k ferderlinelazy ass son of a bitch,1
that girl is plain looking borderline ugly chunky hey at least shes got a nice smile a great personality,1
 i swear i thought you were describing a pussy i gotta go to bed,1
niggas will call a female a hoe or thot then  mins later go to and thirst over a porn star,1
lmaooo nigga said a hol it down dyke was in the background,1
so i guess im on snapchat now so snapchat me bitches danvii no idea,1
 charlie sheen is engaged to a porn star i cant be the only one thinking she can do a lot better,1
photo happy friday bitches kimorablac ,1
redneck tow truck johndeere  america ,0
 oh well yes goes without saying you are the ultimate superman ,0
i can jig but i cant jig jig like that new jigging got so much in it that you could do you really gotta be in shape for it,0
what kind of sorcery is this nope eat this pussy while im on my cycle call it cherry pie,1
all it take is for one bitch to open her mouth and niggas start fuckin up,1
i hate that hoe oml ,1
 monkey dong,1
 bibi so looks like stalin when stalin was younger maybe he is starting to act like him a tad china is never your friend,0
 friend ordered  pair of levis and then called to cancel over gun control wow getting wild,0
 y these niggas on this hoe shit,1
 make weed legal you pussy you know you smoke that shit,1
happycolumbusday if is wasnt for americakarlmarx would never have thought of sharing colonialism with injuns ,0
 my d better now prescott booty meat smh,0
dropped all my hoes for someone but was that a good decision find out on the next episode of dragonballz ,1
 when joey bada said traded in my nikes for a new mic i guess its safe to say he sold his soles for a new life ht,1
 gonna boo his ass regardless now,1
 iz no point in being jealous cuz dee hoes for everybody bucketsproverbs,1
 im a lil bitch,1
 these people are absolutely insane liberals have been attacking white men for years and it is getting worse the path they are pushing for will create another civil war which there will not be a recovery and they are too damn stupid to see that,0
 just keep saying fast and furious holder the man that planned gun control by handing out weapons to criminal cartels sounds like a great guy to run a justice department because he will work with anyone including criminals to fill his own agenda instead of that of the people,0
 yeah bro i know like i have pretty good gun control but the smg  is just insane,0
when shes a straight up hoe but doesnt suck dick,1
these bitches so redundant,1
 i remember i was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips aint tal,1
 she literally just put the whole trash bag on lmfao ,0
i told yall he was going to do that shit u pussy boy,1
 ohh bitch i gotta go fck with my girl my second lil family frfr,1
i get a  pound bag of dawg for the mutts,0
damn bitch gotta bootay,1
 i dont like the weather right now its scaring me lol why is it yellow,1
 means nothing your always so dramatic and none of your promises ever come true not sure why i still follow you im starting to realize you are full of crap,1
youre all just crows on the power lines,0
 this burger  days old but i eat  yr old pussy so i should be fine right ,1
 i love you hoe hahahhaa uglyass,1
 cant wait for the to sweep the cardinals tonight on no matter how bad the cubs are were gonna beat the bird,1
 quote of last night telling me to find her a curved stick and shell make a crossbow to shoot a bird down,1
 bitch you can get to,1
 in hopes of recruiting more women isis opens jihadi finishing school ,1
if you must call me a cracker please call me a cheezit not a saltine,0
apparently i got chunky for my bday worse bday present ever lol diettime,0
i like a cool bad bitch she know she sexy but her attitude is like ehh whatever ,1
 so fucking annoying when a hoe is like omg relationship goals like close your legs get dressed and do something about it,1
 this bitch got a body like trey songz ,1
lol nicca dime game got soo much clout niccas goin to da store to buy sum dice,1
